,allergies,anxiety,bloating,brain_fog,breast_pain,breast_swelling,brittle_nails,chills,constipation,cramps,depression,diarrhea,dizzy,dry_eyes,dry_skin,facial_hair,fatigue,hair_loss,headaches,heartburn,hot_flashes,incontinence,insomnia,irregular_beat,itchy_skin,joint_pain,memory_lapse,mood_swings,muscle_tension,nausea,night_sweats,nipple_discharge,odor,ovulation,ovulation_pain,painful_intercourse,ringing_ears,sex_drive,spotting,tingling_extremeties,uti,vaginal_dryness,vertigo,vomiting,yeast_infection
facial_hair,0.11853627934516901,0.15321467847497566,0.08001199406773742,0.20689661040204324,0.06000943637313366,0.10841089918369452,0.2426647208312566,0.11107702732724106,0.10071950182469863,0.042433918737678746,0.05273016191948711,0.22143345851888008,0.06579819579272453,0.10411194546782357,0.24447473902959646,0.999999999999999,0.16298836345304765,0.3461423230281337,0.0929583014021894,0.07351496373159729,0.00017952846806345562,0.02992235626886369,0.12709317141512466,0.07243403137023688,0.24763585858668613,0.14179400208879675,0.1485390646482898,0.1047487296221139,0.13455745764590674,0.09840849748171618,0.11704552845215392,-0.008986881444896656,0.1470832595529034,0.10830665742437293,0.04606738367797039,0.13353538919779076,0.2904512150020638,0.1171465172093073,0.0718168305264693,0.11520355594559639,0.014595628951249197,0.08847960513573906,0.07276610478537096,-0.002234488472887371,0.13094316842960613
fatigue,0.37746099669256383,0.4801510820030404,0.4451210202751757,0.44379233637345333,0.2517872414723646,0.24713148376388594,0.18120152296652647,0.22623894233813066,0.17676340423670542,0.3594340667875065,0.39639424232966164,0.3380054855754803,0.47518406402747204,0.2625214545615338,0.3087457583480971,0.16298836345304765,1.0000000000000002,0.17585958704789625,0.5176540118299402,0.31030445168737,0.009110016830906419,0.29522396024818953,0.2805170349565164,0.13673267328740646,0.26639726592781693,0.3179534352809523,0.24253731873692516,0.32962709828945996,0.41565884483765353,0.15024493309881873,0.159091695912553,0.027328349920069463,0.1626379510566908,0.07768444491473254,0.15982934239880778,0.02833007605611415,0.16712793436184803,0.20543588038012017,0.20948442582922167,0.1626667219987999,0.006515922350159868,0.24021450399919167,0.18068675489946176,0.05525008451412989,0.0733711281307767
hair_loss,0.051317039136393086,0.18788597690964923,0.13310512149613687,0.10319181221520007,0.11540370633795231,0.05044424742955303,0.31488626780026224,0.0635181599814863,0.08085663780274126,0.051707798732712,0.1432010435850842,0.22735945470595734,0.0446745832799973,0.09318053510799183,0.13593517493335003,0.3461423230281337,0.17585958704789625,0.9999999999999984,0.1728302938939337,0.06971938158066238,0.0067213494564389445,0.03197710625544914,0.1358304470655834,0.02898227911928389,0.11805982347761923,0.02276382348262115,0.06732250114589287,0.05968257026078946,0.03670418432106454,0.041837477049375724,0.36735377715306927,0.028455683451806,0.08423937683714121,0.0640273428590329,0.039337250762415114,0.07283754335265222,0.18296298534485658,0.12735648237118827,0.09620844255725362,0.10869619625483716,0.08564986182223573,0.038000791709651704,0.11684430648291198,0.0109461768866548,0.10746486920007181
headaches,0.2646227686407435,0.3570075273326422,0.38831239474209794,0.33546785876357793,0.26442756675133894,0.12924246942776718,0.09257090550331773,0.14396813064805242,0.23531505095096591,0.25992667733520874,0.40791063727364335,0.3631665302010166,0.19864030277386197,0.3011856044100126,0.17557634912063033,0.0929583014021894,0.5176540118299402,0.1728302938939337,1.0,0.14386241087464152,0.02566892901048576,0.010542525996640104,0.23861811365500937,0.1377991523225124,0.18654712143811195,0.21010195224341044,0.1011152088773998,0.2938963001104239,0.438205904560378,0.2099165959974558,0.1108784996934833,-0.007402824756313093,0.203065514440485,0.029211771478991722,0.12890057058366547,-0.00725665371775225,0.15060737781944958,0.1609727567088057,0.1796272843198213,0.1804739252083502,0.050939044715872475,0.15050668827886107,0.15277157091978105,-0.00219887391342533,0.1850191222061145
heartburn,0.15423838817674418,0.15822061273563717,0.33838659362817197,0.3138398546188891,0.1248284759640566,0.11694632801612427,0.07389811874605869,0.09813034004974712,0.10120166708412322,0.1501888380254324,0.11079303807269818,0.1457635383388026,0.10949106918669212,0.10064898127034785,0.18024898321671967,0.07351496373159729,0.31030445168737,0.06971938158066238,0.14386241087464152,1.0000000000000013,-0.011561158437474064,0.07725166854642344,0.10008743765019046,0.15563558378289433,0.10757579360717198,0.1366724566372941,0.1190562218749728,0.07915215709108193,0.14556567880992205,0.35013310787313207,0.033150509414646846,0.017474798449459233,0.09026398486126362,0.0311952052474088,0.05252444888543901,0.054649852342259005,0.10360386820628434,0.1474929440449574,0.021343413858144103,0.08534045947668235,-0.00782593442362421,0.07738487245301559,0.17169420841112445,0.04395347911419507,0.04959930319245906
hot_flashes,-0.005491169517335407,0.039891045761912415,-0.0069796847694268945,-0.004493409575493873,0.00032128731174270957,0.03789435456623306,-0.01579484483207791,0.15668178151179513,-0.02485577225013913,0.00528507291114475,-0.031199494757725644,-0.014946674740050275,0.011310831602108929,-0.014898841359960228,-0.0123943099361818,0.00017952846806345562,0.009110016830906419,0.0067213494564389445,0.02566892901048576,-0.011561158437474064,0.9999999999999991,0.10579715172088494,0.0037020385415927927,0.029134160908904288,-0.03275876922630545,0.015295486413192366,0.00047507349402002667,-0.003355112653682288,0.009577998924754262,0.020318286969114654,0.20447209374898584,-0.022029607137383184,-0.021987047752173278,0.004746338170024566,-0.009954948199493035,-0.030133758159202793,0.007284892279047319,-0.015320032257899519,0.010059867132804292,0.04098539842100583,-0.02217237890861704,-0.01951901211846862,-0.005775686818618044,0.006819953162549787,-0.02475884281756733
incontinence,0.02797054062711167,0.059268331993354226,0.043745701481092934,0.03591231829078248,0.0274964327941988,0.06848368831819292,0.012404842604486495,0.023824339079780328,0.023236525852113738,0.06215344858995238,0.01791608646963349,0.04306728101883892,0.40522572547045754,0.01389316609889306,0.043341205982503905,0.02992235626886369,0.29522396024818953,0.03197710625544914,0.010542525996640104,0.07725166854642344,0.10579715172088494,0.9999999999999987,0.0399425741207218,0.021145340400424404,0.03145616899322153,0.02293364790963191,0.02314472509678108,0.014898829006264748,0.05167827115134181,0.009719497303819978,0.0425866991869941,0.026031761538113325,0.02503515447285474,0.006915878886683206,0.024870143221066995,0.01776034995583618,0.014235586747385176,0.17675741407260506,0.06430236576965799,0.04328939960566784,0.017996164905286986,0.07647010228320196,0.04331387464890088,-0.0024271819358383773,0.023262618342082923
insomnia,0.22654222958713807,0.2163024113198943,0.14592450054969802,0.19738548873810155,0.130812691583295,0.12219539711669682,0.06082791309987046,0.20969330942201606,0.09522261681307564,0.10396806458199463,0.132396502510026,0.1505295220197918,0.15763773407761156,0.17093880994946178,0.15921786908319605,0.12709317141512466,0.2805170349565164,0.1358304470655834,0.23861811365500937,0.10008743765019046,0.0037020385415927927,0.0399425741207218,0.9999999999999993,0.05721774377066632,0.13059173447062977,0.18230422133021504,0.11058529861611388,0.1840556484430762,0.20622262599068028,0.20276019927788658,0.2931402127078976,-0.01849585600605153,0.09112347638575558,0.07616093272010958,0.11422856715429407,0.04931004989139791,0.0795556836107509,0.14949204859567966,0.07958722650367427,0.1471233097395664,0.028325478766445502,0.08955958858418883,0.18270200753866803,0.035069075860047746,0.05440090072069187
irregular_beat,0.04987051245517977,0.3533382958901862,0.11256589658992053,0.19793784178550056,0.12886543929701358,0.10445195489493103,-0.005570895227634399,0.10184346290180982,0.1080924981057263,0.060969154192108625,0.0709339226602106,0.09211815689496357,0.20677696363402867,0.025598609749076573,0.05324527593163097,0.07243403137023688,0.13673267328740646,0.02898227911928389,0.1377991523225124,0.15563558378289433,0.029134160908904288,0.021145340400424404,0.05721774377066632,1.0000000000000022,0.05212055109122806,0.10687481550113026,0.06543840128100649,0.09076330327152966,0.24416015840080035,0.1010469081936938,0.036012245653191485,0.012383494944334461,0.15936351272094332,0.07509915810101978,0.15506648827592032,0.04955477183361412,0.26186024301520544,0.03509424496095133,0.036345748760730615,0.254021422321,0.04681756942549923,0.08331162534308378,0.19027290549367556,0.007406110763432848,0.01309270522126543
itchy_skin,0.24860582275693988,0.1713151894670678,0.19193093156493937,0.32561585981738944,0.1741550527311991,0.15735118174143398,0.16053669982105745,0.21027517079650215,0.13801995592500066,0.18600064957524515,0.14031578632321873,0.10916356256540005,0.18567262067745896,0.23467198609114376,0.44002263587090584,0.24763585858668613,0.26639726592781693,0.11805982347761923,0.18654712143811195,0.10757579360717198,-0.03275876922630545,0.03145616899322153,0.13059173447062977,0.05212055109122806,0.9999999999999983,0.14794493085146312,0.30596593011476764,0.18528686325248084,0.15484378454342768,0.1040324969035144,0.09263629926003047,0.0940300642109735,0.25490468804074795,0.05627742897830652,0.1125378261191674,0.034088246816554646,0.14526066864815648,0.13513468392867453,0.11455111321927766,0.22082049918458876,0.02797680236867457,0.24855268056834157,0.19056648476190594,0.023934511057493425,0.1134994121123089
joint_pain,0.1514883806583648,0.18460877501602696,0.1733806253254733,0.17868776221869903,0.09643593779115237,0.09925301149153107,0.10522639270330608,0.18675596447694445,0.10564527989251456,0.12407352789527248,0.10704083642399638,0.1785051349632213,0.11548930434539001,0.11845365105839632,0.17907147734675502,0.14179400208879675,0.3179534352809523,0.02276382348262115,0.21010195224341044,0.1366724566372941,0.015295486413192366,0.02293364790963191,0.18230422133021504,0.10687481550113026,0.14794493085146312,0.9999999999999991,0.11894323628270347,0.10863353894163588,0.4956872433785237,0.10589082447160131,0.06809555644198306,0.03589342250006635,0.10163155105201936,0.13516763214960487,0.09503157997139028,0.02979690781010078,0.13152008688525005,0.08285336877019105,0.10034563888377308,0.19106090888285523,0.031365721213431966,0.09067768987981896,0.13627288912836874,0.0010624544227709237,0.01567020936678378
memory_lapse,0.1051726689491579,0.22918199727224886,0.11711616148319831,0.45155888743757555,0.06839510411557538,0.11372305160480839,0.16629273875284106,0.2385462925344618,0.07677210488268975,0.14210348853248528,0.14196727522613065,0.09639243830572872,0.22403261919296288,0.22343786270734292,0.3566817332393711,0.1485390646482898,0.24253731873692516,0.06732250114589287,0.1011152088773998,0.1190562218749728,0.00047507349402002667,0.02314472509678108,0.11058529861611388,0.06543840128100649,0.30596593011476764,0.11894323628270347,1.0000000000000007,0.2560729867119969,0.17951336501380105,0.1717444950184387,0.06463693850465892,0.07795203236017563,0.16740276157130843,0.07968219176647157,0.09029875857370998,0.0414094853482024,0.1721512510835376,0.15431404734903412,0.0040569374420382125,0.1610089487990229,0.06009716255503013,0.15396397351482424,0.1541175551894886,0.04652223606302849,0.042376387818371206
mood_swings,0.11732063356992876,0.3409134930546679,0.33242533480649195,0.3896309547795932,0.28210440810370185,0.1679761529404197,0.08370075653369723,0.2004286011171168,0.23974617857796027,0.3370088724448305,0.3327535148948391,0.18452950064557155,0.1316892952894055,0.1530604726930774,0.1792621232114442,0.1047487296221139,0.32962709828945996,0.05968257026078946,0.2938963001104239,0.07915215709108193,-0.003355112653682288,0.014898829006264748,0.1840556484430762,0.09076330327152966,0.18528686325248084,0.10863353894163588,0.2560729867119969,1.0000000000000004,0.1444665536694152,0.137368962456913,0.12925357452214764,0.060578500459273654,0.15993304163607544,0.07384571935066471,0.12134333147798126,0.0732449053975742,0.11077661084104634,0.16607766353829562,0.13714089421458198,0.1733730141837677,0.06737498187911459,0.1278237088636802,0.12330761295846093,0.03949710407649218,0.0838606212440916
muscle_tension,0.23101444498612844,0.3901393533504416,0.21818371823005867,0.25290815108597503,0.11035482401488059,0.09869518500779628,0.12690470292575254,0.1744780302063032,0.17948606076388118,0.20807161107506483,0.19384778099328062,0.3431193857432216,0.1574864617359186,0.3333442325930031,0.2733854496182,0.13455745764590674,0.41565884483765353,0.03670418432106454,0.438205904560378,0.14556567880992205,0.009577998924754262,0.05167827115134181,0.20622262599068028,0.24416015840080035,0.15484378454342768,0.4956872433785237,0.17951336501380105,0.1444665536694152,0.9999999999999983,0.17440464830076727,0.08146490501772398,0.03993340599046319,0.08246394542890528,0.07457691377001688,0.11455647370717367,0.010043755680043651,0.20362215898400843,0.08857905864569487,0.11082594279405555,0.24534405597433268,0.09342859581184221,0.08100530791798204,0.13884254721789202,0.010833177640557816,0.07731769558082036
nausea,0.06803375999961225,0.1837865705881508,0.22572297219932558,0.2534378095790759,0.08699135153228078,0.057729009845536895,0.03467672223149217,0.17231949559055584,0.09883766999593308,0.12095070288032649,0.12223624906507548,0.15327058416892966,0.09375926720668279,0.11390534264618506,0.25137854863830617,0.09840849748171618,0.15024493309881873,0.041837477049375724,0.2099165959974558,0.35013310787313207,0.020318286969114654,0.009719497303819978,0.20276019927788658,0.1010469081936938,0.1040324969035144,0.10589082447160131,0.1717444950184387,0.137368962456913,0.17440464830076727,0.9999999999999991,0.03064832121244508,0.018514606286150145,0.14460686372680706,0.01910766349855512,0.0801694627130292,0.001232601097843241,0.11145519960232525,0.11618180601000859,0.06093456007142258,0.09411812827039978,0.050487568830257464,0.0575253135783362,0.14868780894528058,0.2628786416862954,0.09078154099127925
night_sweats,0.08547052330896189,0.17090234896390932,0.12685730971090356,0.10756337215253664,0.12042929127200004,0.08028765522062993,0.2162249485083828,0.16146627388320245,0.05365675096051426,0.04396891500204528,0.10512638176145783,0.13706866111133367,0.05861633019959177,0.06943024949240643,0.06575041357524455,0.11704552845215392,0.159091695912553,0.36735377715306927,0.1108784996934833,0.033150509414646846,0.20447209374898584,0.0425866991869941,0.2931402127078976,0.036012245653191485,0.09263629926003047,0.06809555644198306,0.06463693850465892,0.12925357452214764,0.08146490501772398,0.03064832121244508,1.0000000000000002,0.0033535307323142942,0.02978283535856232,-0.000374035630549884,0.015834513179392645,0.02971027772032839,0.022662671503716578,0.08936940481969201,0.0415357854912629,0.05089137467153266,0.06480927331462419,0.010664310331055311,0.04204957899575816,0.03449255351406216,0.019109714414746452
nipple_discharge,0.024998604263330337,0.03505506558658191,0.05367722673242379,0.0851760735453987,0.05907666931775591,0.06472977640358121,0.10042592335452151,0.0716820541317618,0.06076598962616625,0.050363391967660605,0.02343839381409079,0.030789911216614334,0.013313851444841119,0.024114164583954253,0.06363827091768319,-0.008986881444896656,0.027328349920069463,0.028455683451806,-0.007402824756313093,0.017474798449459233,-0.022029607137383184,0.026031761538113325,-0.01849585600605153,0.012383494944334461,0.0940300642109735,0.03589342250006635,0.07795203236017563,0.060578500459273654,0.03993340599046319,0.018514606286150145,0.0033535307323142942,0.999999999999998,0.07945137999170129,0.017903927814098282,0.06444197918624178,0.06517621802659163,0.006062202243870591,0.008964274787325583,0.004889524215564044,0.057508723386729715,0.05539615534767493,0.0003275318141849158,0.020347741866196457,-0.004720439190576239,0.09109772812210402
